category,time,headline,description,url,content
NEWS,,Legislators raise concerns on President Ruto's security after flying shoe incident,President Ruto was hit by a flying shoe while addressing a public rally in Migori County on Sunday.,/news/legislators-raise-concerns-on-president-rutos-security-after-flying-shoe-incident-n362149,
,,,,,
,,,,,
,,,,,
NEWS,,"‘We are not looking for Jesus Christ,’ Senator Onyonka says on Matiang’i tainted history",Matiang'i orchestrated deportation of lawyer Miguna Miguna after the swearing in of Raila Odinga as ‘people’s president’ in 2018. He shut down 3 TV stations after the mock swearing in. ,/news/we-are-not-looking-for-jesus-christ-senator-onyonka-says-on-matiangi-tainted-history-n362147,
NEWS,,"‘We are not looking for Jesus Christ,’ Senator Onyonka says on Matiang’i tainted history",Matiang'i orchestrated deportation of lawyer Miguna Miguna after the swearing in of Raila Odinga as ‘people’s president’ in 2018. He shut down 3 TV stations after the mock swearing in. ,/news/we-are-not-looking-for-jesus-christ-senator-onyonka-says-on-matiangi-tainted-history-n362147,
,,,,,
,,,,,
,,,,,
NEWS,,Achani champions Women’s economic empowerment with goat distribution in Matuga,"The initiative, implemented under the Kenya Marine Fisheries and Socio-Economic Development (KEMFSED) project—a collaboration between the Kwale County Government and th...",/news/achani-champions-womens-economic-empowerment-with-goat-distribution-in-matuga-n361711,
NEWS,,Achani champions Women’s economic empowerment with goat distribution in Matuga,"The initiative, implemented under the Kenya Marine Fisheries and Socio-Economic Development (KEMFSED) project—a collaboration between the Kwale County Government and th...",/news/achani-champions-womens-economic-empowerment-with-goat-distribution-in-matuga-n361711,
,,,,,
,,,,,
,,,,,
NEWS,,Energy CS Wandayi says gov't committed to investor-friendly environment in LPG sector,"Opiyo Wandayi, noted that this is a national effort to accelerate the uptake of Liquefied Petroleum Gas (LPG) as a cleaner, safer, and more affordable cooking fuel for households across the country....",/news/energy-cs-wandayi-says-govt-committed-to-investor-friendly-environment-in-lpg-sector-n362148,
NEWS,,Energy CS Wandayi says gov't committed to investor-friendly environment in LPG sector,"Opiyo Wandayi, noted that this is a national effort to accelerate the uptake of Liquefied Petroleum Gas (LPG) as a cleaner, safer, and more affordable cooking fuel for households across the country....",/news/energy-cs-wandayi-says-govt-committed-to-investor-friendly-environment-in-lpg-sector-n362148,
,,,,,
,,,,,
,,,,,
SPORTS,,Thuram to step up as Inter try to save season with Champions League,"France forward Thuram will be the focal point of Inter's attack on Tuesday night, as he was when he made a spectacular return from injury in Catalonia with an early backheeled opener.",/sports/thuram-to-step-up-as-inter-try-to-save-season-with-champions-league-n362139,
SPORTS,,Thuram to step up as Inter try to save season with Champions League,"France forward Thuram will be the focal point of Inter's attack on Tuesday night, as he was when he made a spectacular return from injury in Catalonia with an early backheeled opener.",/sports/thuram-to-step-up-as-inter-try-to-save-season-with-champions-league-n362139,
,,,,,
,,,,,
,,,,,
NEWS,,"Ruto should reduce car roof appearances, stop leading 'Kasongo' chants- Senator Nyutu","President Ruto was hit by a flying shoe while addressing a public rally atop his car in Migori County on Sunday, as he wooed the crowds on how he plans to reduce the cost of living....",/news/ruto-should-reduce-car-roof-appearances-stop-leading-kasongo-chants-senator-nyutu-n362146,
NEWS,,"Ruto should reduce car roof appearances, stop leading 'Kasongo' chants- Senator Nyutu","President Ruto was hit by a flying shoe while addressing a public rally atop his car in Migori County on Sunday, as he wooed the crowds on how he plans to reduce the cost of living....",/news/ruto-should-reduce-car-roof-appearances-stop-leading-kasongo-chants-senator-nyutu-n362146,
,,,,,
,,,,,
,,,,,
SPORTS,,KCB bags 'Corporate title' at Nakuru Chess Open,"The team will participate at the Kiambu Open Chess tournament that will be held at the Rainbow Resort on May 10-11, 2024 before the league resumes the weekend after in Kisumu....",/sports/kcb-bags-corporate-title-at-nakuru-chess-open-n362141,
SPORTS,,KCB bags 'Corporate title' at Nakuru Chess Open,"The team will participate at the Kiambu Open Chess tournament that will be held at the Rainbow Resort on May 10-11, 2024 before the league resumes the weekend after in Kisumu....",/sports/kcb-bags-corporate-title-at-nakuru-chess-open-n362141,
,,,,,
,,,,,
,,,,,
NEWS,,MoH warns of drug abuse prevalence among young people aged 15 to 24,"10 counties are at a higher risk for the youth and their indulgence in drugs and substances, sometimes prescription medication. ",/news/moh-warns-of-drug-abuse-prevalence-among-young-people-aged-15-to-24-n362145,
NEWS,,MoH warns of drug abuse prevalence among young people aged 15 to 24,"10 counties are at a higher risk for the youth and their indulgence in drugs and substances, sometimes prescription medication. ",/news/moh-warns-of-drug-abuse-prevalence-among-young-people-aged-15-to-24-n362145,
,,,,,
,,,,,
,,,,,
NEWS,,Electing a new pope: glossary of key terms,,/news/electing-a-new-pope-glossary-of-key-terms-n362144,
NEWS,,Electing a new pope: glossary of key terms,,/news/electing-a-new-pope-glossary-of-key-terms-n362144,
,,,,,
,,,,,
,,,,,
ENTERTAINMENT,,Brazil police foil Lady Gaga gig bomb plot,"Officials said the superstar's huge free gig on the beach, her first concert in Brazil since 2012, drew up to two million people.",/entertainment/brazil-police-foil-lady-gaga-gig-bomb-plot-n362143,
ENTERTAINMENT,,Brazil police foil Lady Gaga gig bomb plot,"Officials said the superstar's huge free gig on the beach, her first concert in Brazil since 2012, drew up to two million people.",/entertainment/brazil-police-foil-lady-gaga-gig-bomb-plot-n362143,
,,,,,
,,,,,
,,,,,
TECH,,"Starlink is now available in Congo, Musk says","The Congolese government said in March 2024 that use of Starlink was banned, with military officials warning that it could be used by rebel groups including Rwandan-backed M23.",/tech/starlink-is-now-available-in-congo-musk-says-n362142,
TECH,,"Starlink is now available in Congo, Musk says","The Congolese government said in March 2024 that use of Starlink was banned, with military officials warning that it could be used by rebel groups including Rwandan-backed M23.",/tech/starlink-is-now-available-in-congo-musk-says-n362142,
,,,,,
,,,,,
,,,,,
NEWS,,Violence engulfs besieged Zamzam camp in Sudan’s Darfur region,"The RSF seized the massive camp in April following days of shelling, drone attacks and ground assaults that the United Nations says left at least 300 people dead and forced around 400,000 to flee, one...",/news/violence-engulfs-besieged-zamzam-camp-in-sudans-darfur-region-n362140,
NEWS,,Violence engulfs besieged Zamzam camp in Sudan’s Darfur region,"The RSF seized the massive camp in April following days of shelling, drone attacks and ground assaults that the United Nations says left at least 300 people dead and forced around 400,000 to flee, one...",/news/violence-engulfs-besieged-zamzam-camp-in-sudans-darfur-region-n362140,
,,,,,
,,,,,
,,,,,
WANANCHI REPORTING,,"Beautiful homes, empty dreams: Kenya's urban housing headache",,/wananchi-reporting/beautiful-homes-empty-dreams-kenyas-urban-housing-headache-n362138,
WANANCHI REPORTING,,"Beautiful homes, empty dreams: Kenya's urban housing headache",,/wananchi-reporting/beautiful-homes-empty-dreams-kenyas-urban-housing-headache-n362138,
,,,,,
,,,,,
,,,,,
WANANCHI REPORTING,,Vihiga: Police Investigate Fatal Robbery in Irumbi,,/wananchi-reporting/vihiga-police-investigate-fatal-robbery-in-irumbi-n362137,
WANANCHI REPORTING,,Vihiga: Police Investigate Fatal Robbery in Irumbi,,/wananchi-reporting/vihiga-police-investigate-fatal-robbery-in-irumbi-n362137,
,,,,,
,,,,,
,,,,,
SPORTS,,Raphinha's Barca rise key to devastating Champions League run,That Barcelona are on the verge of the Champions League final is evidently in no small part down to the rise of Raphinha in his third season at the club.,/sports/raphinhas-barca-rise-key-to-devastating-champions-league-run-n362136,
SPORTS,,Raphinha's Barca rise key to devastating Champions League run,That Barcelona are on the verge of the Champions League final is evidently in no small part down to the rise of Raphinha in his third season at the club.,/sports/raphinhas-barca-rise-key-to-devastating-champions-league-run-n362136,
,,,,,
,,,,,
,,,,,
NEWS,,'You risk losing big if you shift your support for Ruto': Mudavadi warns Mt. Kenya,"Mudavadi said other regions envy the leadership and development benefits the region has received under President Ruto's tenure, saying it is time they reexamine where their political future lies....",/news/you-risk-losing-big-if-you-shift-your-support-for-ruto-mudavadi-warns-mt-kenya-n362133,
NEWS,,'You risk losing big if you shift your support for Ruto': Mudavadi warns Mt. Kenya,"Mudavadi said other regions envy the leadership and development benefits the region has received under President Ruto's tenure, saying it is time they reexamine where their political future lies....",/news/you-risk-losing-big-if-you-shift-your-support-for-ruto-mudavadi-warns-mt-kenya-n362133,
,,,,,
,,,,,
,,,,,
SPORTS,,Leverkusen draw hands Kane's Bayern Bundesliga title,"""Congratulations to Bayern. It's a deserved championship. They were the more consistent team over the season and they deserve the shield,"" Alonso told DAZN.",/sports/leverkusen-draw-hands-kanes-bayern-bundesliga-title-n362135,
SPORTS,,Leverkusen draw hands Kane's Bayern Bundesliga title,"""Congratulations to Bayern. It's a deserved championship. They were the more consistent team over the season and they deserve the shield,"" Alonso told DAZN.",/sports/leverkusen-draw-hands-kanes-bayern-bundesliga-title-n362135,
,,,,,
,,,,,
,,,,,
NEWS,,South Africa exit from DRC to be completed this month: general,"Under the phased withdrawal that started on April 29, the troops are to exit the DRC via Rwanda by road before entering Tanzania, General Rudzani Maphwanya said.",/news/south-africa-exit-from-drc-to-be-completed-this-month-general-n362128,
NEWS,,South Africa exit from DRC to be completed this month: general,"Under the phased withdrawal that started on April 29, the troops are to exit the DRC via Rwanda by road before entering Tanzania, General Rudzani Maphwanya said.",/news/south-africa-exit-from-drc-to-be-completed-this-month-general-n362128,
,,,,,
,,,,,
,,,,,
NEWS,,Trump says 'I don't know' if must uphold US Constitution as president,"He also said he is not seriously considering running for a third White House term, after musing publicly over an idea clearly barred by the nation's founding legal document....",/news/trump-says-i-dont-know-if-must-uphold-us-constitution-as-president-n362129,
NEWS,,Trump says 'I don't know' if must uphold US Constitution as president,"He also said he is not seriously considering running for a third White House term, after musing publicly over an idea clearly barred by the nation's founding legal document....",/news/trump-says-i-dont-know-if-must-uphold-us-constitution-as-president-n362129,
,,,,,
,,,,,
,,,,,
NEWS,,KLM cancels two more flights over grounded Boeing 787s,The scheduled flights for Shanghai and Los Angeles were scrapped on the heels of Saturday's cancellation of three flights to Mexico and the United States.,/news/klm-cancels-two-more-flights-over-grounded-boeing-787s-n362130,
NEWS,,KLM cancels two more flights over grounded Boeing 787s,The scheduled flights for Shanghai and Los Angeles were scrapped on the heels of Saturday's cancellation of three flights to Mexico and the United States.,/news/klm-cancels-two-more-flights-over-grounded-boeing-787s-n362130,
,,,,,
,,,,,
,,,,,
ENTERTAINMENT,,'Two million' throng Lady Gaga concert at Rio's Copacabana,"""Brazil, I missed you so much,"" screamed the American pop star -- in her first Brazil gig since 2012 -- before launching into ""Poker Face"" on a monumental chessboard, one of many grandiose backdrops i...",/entertainment/two-million-throng-lady-gaga-concert-at-rios-copacabana-n362131,
